Nama pembeli,Tanggal pembelian,Review Only,Review All,Rating,Like,Media
i*****a,2023-03-28 20:34,,,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
w*****t,2024-03-21 10:34 | Variasi: Full Set of 3,,"Udah cocok pake ini, tinggal sering” diskon ajaa biar gampang nyetoknya ✌🏻","<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
dian_istiq,2023-03-29 20:43,,Cepet bgttttt cuma sehariii terus banyak bgt ini giftnyaaa makasii 💛,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
i*****w,2023-02-05 17:44,,Cocok Untuk: wajahBaru pertama kali pakai semoga cocok dan bener bener beli lagi krn xoba skinker lain blm sesuai di yg dibutuhkan dn diinginkan,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
ilfaminnatika27,2023-03-11 15:30,,Aaa makasih kak bonusnya❤️🥰 banyak bgt loh bonusnya🥺,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
dheinoc,2024-07-08 16:35 | Variasi: Travel Kit,,Ee beli 1 gratis 1 pack makasih barenbliss.. Sesuka ituu,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
m*****r,2022-11-29 01:56,,Tekstur: baikPerforma: niceCocok Untuk: semua,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
yaya_fitria31,2022-07-25 16:20,,0:04,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,0:04
appleminigallery,2022-08-17 19:20,,Bagus banget n terima kasih untuk hadianya byk bgt ak dpt 11 pcs hadia free,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
didinzakariyalubis,2022-11-14 08:20,,Kualitas bagus.......terimakasih........mantab.......,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
a*****9,2022-07-22 12:27,,yg aku tunggu2 akhirnya dtngg😻,"<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",1,
shabrinanuraulia288,2022-08-16 23:35,,"bagus banget, puas banget order di toko ini, dapet bonus banyak banget, tapi sayang kacanya retak, it's oke lah gak maslah, pokoknya gak ngecewain deh","<svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg><svg enable-background=""new 0 0 15 15"" viewBox=""0 0 15 15"" x=""0"" y=""0"" class=""shopee-svg-icon icon-rating-solid--active icon-rating-solid""><polygon points=""7.5 .8 9.7 5.4 14.5 5.9 10.7 9.1 11.8 14.2 7.5 11.6 3.2 14.2 4.3 9.1 .5 5.9 5.3 5.4"" stroke-linecap=""round"" stroke-linejoin=""round"" stroke-miterlimit=""10""></polygon></svg>",Membantu?,
